"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"1014","Rainbow trout","Lebanon",262.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,8,8,5,19,2,19,63,71,55.69
"1015","Salmon","Lebanon",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"1016","Freshwater fish, Marine fish","Lesotho",54.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.29,0,0,0
"1017","Rainbow trout","Lesotho",3040.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,251,184,267,513,691,1017.06
"1018","Salmon, Rainbow trout, Trout and char","Lesotho",88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,40,0,40,0
"1019","Axillary seabream, Black seabream","Liberia",163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,59,59,5,0,0,0,0,0,0,0,0
"1020","Bobo croaker, Cassava croaker, Longneck croaker","Liberia",2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25
"1021","Madeiran sardinella, Pilchards Sardinops spp, Pilchards Sardinops spp and Sardinellas, Round sardinella, Sardine, Sardine and Pilchard, European pilchard","Liberia",101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1022","Clupeoids","Libya",278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,256,0,0,0
"1023","European plaice, Common sole","Libya",268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,263,0,0,0,0,0,0
"1024","Fish","Libya",856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,28,44,0,765,0,0
"1025","Gilthead seabream, Saddled seabream, White seabream","Libya",144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,3,0,0,2,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1026","Marine fish","Libya",11335.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3924.14,5470.74,155.42,752.25,413.66,0,0,274.21,125.4,0,0,0,0,0,0,0,0,0,0,0,0,0,78.75,11.5,129.75,0
"1027","Salmonids","Libya",752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,526,191,0,0,0,0,0,9,0,0,0,0
"1028","Tuna, Tuna and bonito","Libya",358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
"1029","Argentine hake, Cape hake, European hake, Hake of the genus Urophycis, Red hake, Shallow-water Cape hake, Silver hake, Southern hake","Lithuania",704.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.92,0,155.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1030","Atlantic chub mackerel, Atlantic horse mackerel, Atlantic mackerel, Blue mackerel, Cape horse mackerel, Chilean jack mackerel, Chub mackerel, Cunene horse mackerel, Greenback horse mackerel, Jack and horse mackerel, Pacific jack mackerel, West African Spanish mackerel, Mackerel and escolar","Lithuania",11803.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6760.36,1702.36,2817.66,245.15,0,0,277.78,0,0,0,0,0,0,0,0,0,0
"1031","Atlantic cod, Greenland cod, Longtail southern cod, Pacific cod, Polar cod","Lithuania",95919.3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.66,0,0,0,0,0,0,0,0,527.45,2158.76,2750.31,2698.98,1306.19,1058.22,2933.13,4091.96,7663.48,8482.39,9054.97,8491.88,12158.14,12930.56,9930.33,8646.9373
"1032","Atlantic cod, Greenland cod, Longtail southern cod, Pacific cod, Polar cod, Argentine hake, Cape hake, European hake, Hake of the genus Urophycis, Red hake, Shallow-water Cape hake, Silver hake, Southern hake, Haddock","Lithuania",2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415,0,0,0,0,0
"1033","Atlantic halibut, Greenland halibut, European flounder, Flounder, Witch flounder, American plaice, European plaice, Turbot, Sole","Lithuania",229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"1034","Atlantic herring","Lithuania",32377.5391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17127.72,0,0,1582.9,0,0,0,0,0,1874.62,0,0,0,0,0,0,0,0,0,446.93,2963.25,31.380000000001,632.169999999998,3306.89,4411.6791
"1035","Atlantic pomfret, Gilthead seabream, Southern rays bream","Lithuania",35.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,13,3,0,0,0,0,0,0,0,0,0,0,0,12.44
"1036","Atlantic redfish, Beaked redfish, Golden redfish, Scorpionfish and redfish","Lithuania",3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,198,0,0,0,0,0,0,257.75,36.75,0,75.75,352.75,981,229.75,350.25,0,0,0,0,0,0,0,0
"1037","Atlantic salmon, Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Sockeye salmon, Rainbow trout, Sea trout, Trout, Trout and char","Lithuania",673.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,108.08,0,142.92,0,0,0,0,0,0,167.16,66.78,0,0,0,0,0,0,0,0,0,0
"1038","Atlantic salmon, Atlantic salmon and Danube salmon, Pacific salmons, Sockeye salmon","Lithuania",352014.1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.490000000001,701.82,0,0,2509.54,5344.58,5115.3,29742.23,26997.51,35220.46,45929.46,51783.93,49547.64,45787.73,52752.4106
"1039","Atlantic salmon, Salmon","Lithuania",3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1104,2111,0,0,0,0,0,0,0,0
"1040","Beaked redfish, Golden redfish, Redfish, Scorpionfish and redfish","Lithuania",1980.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041","Bighead carp, Common carp, Grass carp","Lithuania",15418.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,103,220,354,235,337,375,630,617,1021,784,236,378,1015,636,946,1067,1207,1138,1273,708,823,446,206,213,147.59
"1042","Bighead carp, Common carp, Grass carp, Eels, European eel, Nile perch and snakeheads Channa spp","Lithuania",427.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5,35,47.5,77.5,60,51.25,103.65
"1043","Blue whiting, Southern blue whiting","Lithuania",3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044","Blue whitings","Lithuania",553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82,335,20,0,3,0,11,32,63,0
"1045","Cod","Lithuania",7856.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,107,52,238,252,96,75,6.25,0,45.25,124.75,559.25,174.5,92.5,113.5,543.75,75.75,29.75,15.25,147.75,279.5,342.5,1237.75,1747.5,979.75,223.275
"1046","Cod and hake and haddock","Lithuania",353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,17,0,0,0,0,3,0,14,0,70.75,0,0,0,0,0,0,0,0,0,227.25,0
"1047","Cod, Cod and hake and haddock","Lithuania",1589.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.22,144.82,0,234.19,11.5899999999997,129.57,462.19,0,179.36,0,0
"1048","Dogfish shark, Shark and ray and skate","Lithuania",402.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,330,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,25,0,0,0,0,0,0,4.63
"1049","European anchovy","Lithuania",103.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,61.18,39.9,0,0,0,0,0,0
"1050","European eel","Lithuania",114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,11,4,0,0,0,3,49,26,0
"1051","European flounder, Witch flounder","Lithuania",160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,20,0,0,0,52,0,20,0,1,0,7,0,0,0,0
"1052","European pilchard, Sardine and Pilchard, South American pilchard, Madeiran sardinella, Round sardinella, Sardine, Sardine and Pilchard, Pilchards Sardinops spp and Sardinellas","Lithuania",19298.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.18,5307.44,4873.38,2992.5,4578.96,218.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.86,279.3,297.92,0,0
"1053","European pilchard, Sardine and Pilchard, South American pilchard, Madeiran sardinella, Round sardinella, Sardine, Sardine and Pilchard, Sardine and sardinella and sprat","Lithuania",43968.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5473,5267,8351,9027,4598,6302,2185,2458,243,0,0,56,0,0,0,0,0,8.74
"1054","European sprat","Lithuania",110611.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,2113,0,445,0,321,89,1010,3877,7152,9755,16994,14380,12684,3931,2564,5579,5088,3564,1931,3743,1559,5137,8459.05
"1055","Fish","Lithuania",23492.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14651,0,0,0,0,0,0,0,0,0,189.75,156.5,0,279,0,0,0,0,0,398.13,599.25,0,0,214.88,1099.52,1053.06,1963.09,2887.83
"1056","Flatfish","Lithuania",2228.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,109,14.5,174,148,43.25,58,84,349.25,578.75,160.5,229.5,128,0,0,0,0,0,0,0,0,0,0,0,0,0
"1057","Freshwater fish, Marine fish","Lithuania",52168.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3724.9,0,5890.69,10923.12,11396.56,9538.25,0,0,10694.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058","Freshwater fish, Marine fish, Fish","Lithuania",1015.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.52,162.26,0,0,0,13.3,734.16,10.64,0,0,29.26,0,0,0,0,0,0,0,0,0,0,0,0,6.916
"1059","Hake","Lithuania",52.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,20,16,0,0,3.11
"1060","Mackerel, Mackerel and escolar","Lithuania",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,6,0,0,0,0,9,0,1,0,0,0,0,0,0,0
"1061","Marine fish","Lithuania",8418.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,117,0,80,0,16,0,0,0,0,0,20,0,0,0,2946,593,2363,0,1321,912,0,0,0,0,4.56
"1062","Patagonian grenadier, Roughhead grenadier, Roundnose grenadier","Lithuania",8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063","Pilchards Sardinops spp and Sardinellas, Sardine and Pilchard, Sardine, Sardine and sardinella and sprat","Lithuania",16686.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.36,2980.16,0,4254.32,0,2201.76,1261.96,3806.64,1526.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064","Porgy and seabream","Lithuania",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"1065","Rainbow trout, Sea trout, Trout and char","Lithuania",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,21.25,0,5,0,0,0,0
"1066","Rainbow trout, Sea trout, Trout, Trout and char","Lithuania",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067","Salmon, Sockeye salmon","Lithuania",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068","Shallow-water Cape hake, Hake","Lithuania",37.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,12.25,24.75,0
"1069","Tilapia, Catfish, North African catfish, Smoothmouth sea catfish, Wels catfish, Bighead carp, Common carp, Grass carp","Lithuania",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
"1070","Tuna","Lithuania",1223.0338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.34,646.82,0,21.26,0,0,0,0,0,0,0,21.28,22.94,16.62,20.94,5.98,5.98,3.8738
"1071","Bigeye tuna, Bullet tuna, Longtail tuna, Skipjack tuna, Yellowfin tuna","Madagascar",785364.9108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20099.22,23402.68,29595.16,37309.82,36460.8,15127.9,34067.36,35116.7,26039.96,36115.56,32415.68,53391.2,48961.46,23511.44,44552.06,32197.46,19139.76,15199.12,27183.92,29036.6,18934.58,18192.76,24999.88,24197.36,19256.58,22176.42,18641.3,20042.1708
"1072","Blue shark, Shark and ray and skate","Madagascar",182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,31,5,3,0,1,0,3,33,12,0,6,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0
"1073","Fish","Madagascar",47.7,22.34,11.68,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074","Freshwater fish","Madagascar",310.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,7,9,10,7,2,2,2,5,2,10,16,12,12,13,15,0,15,3,0,46,36,24.79,14,12,3.38,4.99
"1075","Freshwater fish, Marine fish","Madagascar",28303.7248,194.58,160.74,279.18,222.78,135.36,135.36,112.8,14.1,98.7,47.94,59.22,2.5,22.5,2.5,0,0,0,0,0,0,0,0,243.65,284.84,409.62,2405.62,2890.67,3379.34,498.13,933.81,1031.21,622.53,670.48,483.38,451.62,712.33,564.32,454.73,845.18,1357.88,1812,1686.81,2606.43,2470.8848
"1076","Marine fish","Madagascar",2398.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5,64,277,659,178.5,158.5,295.5,373.5,111.5,34,28.5,19,1.5,19.5,13.5,7.5,10.5,0,0,25,0,29.495
"1077","Freshwater fish, Marine fish","Malawi",29821.47,2183.64,2973.88,2137.7,2889.26,6572.56,3915.28,3805.68,2192.72,832.46,617.66,382,721.92,465.3,104.34,0,0,0,0,0,27.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078","Marine fish","Malawi",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079","Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Sockeye salmon, Trout, Trout and char","Malaysia",643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080","Atlantic salmon and Danube salmon, Pacific salmons, Sockeye salmon","Malaysia",422.18,0,0,0,0,0,0,0,0,0,0,0,0,0,11.44,0,0,43.86,0,0,0,0,0,0,0,0,0,366.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081","Bigeye tuna, Bullet tuna, Longtail tuna, Skipjack tuna, Southern bluefin tuna, Yellowfin tuna, Tuna and bonito","Malaysia",121646.44,5910.96,1280.7,3293.2,8342.46,8422.34,10690.66,6432.6,8128.56,5376.32,0,67.9000000000015,0,5406.26,2083.32,3877.26,4377.38,5343.98,7798.58,6175.96,3681.8,11622.58,0,0,88.5799999999999,0,0,1530.66,4081.06,4844.2,2789.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082","Bighead carp, Common carp, Grass carp, Hoven's carp, Mrigal carp","Malaysia",18253,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,26,49,144,0,742,258,27,34,101,558,1453,910,1668,1386,6144,3715,261,0,0,0,0,109,201,148,62,251,0,0
"1083","Cod and hake and haddock","Malaysia",998.28,0,0,0,0,0,0,0,73.32,5.64,2.82,5.64,910.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084","Dorab wolf-herring","Malaysia",486.8204,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,17.96,0,1.66,116.52,0,0,0,0,0,12,0,22.68,0,0,0,0,0,17.66,230.06,0,14.92,6.4,0,0,31.24,0,0,0,7.68,2.7204
"1085","Fish","Malaysia",2582.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086","Flatfish","Malaysia",437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,145,0,15,11,0,0,0,0,0,161,0,0,0,1,16,7,0,14,56,0,0
"1087","Freshwater fish, Marine fish","Malaysia",239448.9844,0,2.73999999999978,0,0,0,0,0,2108.59,0,2783.46,0,0,0,873.309999999999,786.969999999999,4084.17,45745.29,56755.73,27279.71,16344.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5093.09999999999,17863.44,0,32039.22,27688.3644
"1088","Freshwater fish, Marine fish, Fish","Malaysia",1478.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,11,4,431,0,582,399.19
"1089","Japanese eel","Malaysia",14806.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,825,199,571,1176,575,870,696,445,160,138,122,219,409,633,407,463,374,195,572,1091,1199.04,778.38,1093.88,1329.12,259.32,0,0
"1090","Lattice monocle bream, Threadfin bream","Malaysia",271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,228,0
"1091","Mackerel","Malaysia",1909.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.74,63.84,300.58,252.7,300.58,207.48,510.72,170.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1092","Marine fish","Malaysia",33317.23,0,0,0,0,0,5.32,0,5.32,78.8,121.36,1.66,0,0,731,1104,2882,3783,3745,2908,2520,2719,0,0,0,0,0,0,0,1231,1331,1316,1474,1328,1854.75,1016,0,170,0,1115,0,94,210,205,1368.02
"1093","Mozambique tilapia, Nile tilapia, Tilapia, Asian redtail catfish, Catfish, Freshwater catfish, Pangas catfish, Sea catfish, Bighead carp, Common carp, Grass carp, Hoven's carp, Mrigal carp","Malaysia",2013.8583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.34,108.72,540.68,415.1183
"1094","Nile perch, Perch, Indonesian snakehead, Striped snakehead","Malaysia",7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,664,2047,1436,1202,1084,0
"1095","Pilchards Sardinops spp, Sardine and Pilchard, Pilchards Sardinops spp and Sardinellas","Malaysia",65.5599999999999,0,0,0,0,0,0,0,0,0,0,0,55.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69999999999993,0,0,0,0
"1096","Pilchards Sardinops spp, Sardine and Pilchard, Sardine and sardinella and sprat","Malaysia",247,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,14,31,0,6,0,23,33,9,6,47,0,0,0,0,0,0,3,47,9,4,1,0,0,0,0,0,0,0
"1097","Salmon, Sockeye salmon","Malaysia",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0
"1098","Shark","Malaysia",121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,0,8,7,49,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1099","Trout","Malaysia",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,334,0,0,0,0,0,0,0,0,0,0
"1100","Trout and char","Malaysia",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"1101","Tuna","Malaysia",182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0
"1102","Tuna, Tuna and bonito","Malaysia",44490.02,0,0,0,0,0,0,0,0,0,0,0,0,1107,3192,6406.7,6230.44,4296.34,1240.9,3002.88,4086.42,1859.08,2095.38,2803.66,1354.3,36.32,0,784.88,2434.1,496,635,2236.8,105.82,29,28,29,0,0,0,0,0,0,0,0,0
"1103","Fish","Mali",17.9450000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9450000000001
"1104","Freshwater fish, Marine fish","Mali",5322.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039.08,1135.68,0,0,0,0,147.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105","Pacific salmons, Sockeye salmon","Mali",1922.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,42.5,0,0,632.5,105,522.5,152.5,130,42.5,10,75,2.5,0,0,0,25,0,0,0,92.5,87.5,0,0
"1106","Argentine hake, European hake","Malta",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
"1107","Atlantic and Pacific bluefin tuna, Atlantic bluefin tuna, Bullet tuna, Skipjack tuna, Tuna and bonito","Malta",8305.1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.92,269.77,5559.22,1996.2303
"1108","Atlantic bluefin tuna, Tuna, Tuna and bonito","Malta",40443.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,477,2011,2385,583,494,3868,2006,3317,0,4164,1317,907,4635,2643,5354,4780,0,0,1449.37
"1109","Axillary seabream, Gilthead seabream, Saddled seabream","Malta",6957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,1096,0,76,0,0,0,0,29,75,386,904,496,932,428,745,190,149,0,0,0,0
"1110","European plaice","Malta",114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111","European seabass","Malta",1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,214,175,26,91,149,350,4,48,0,58,40,7,73,63,94,0,0,0,38,0
"1112","Fish","Malta",470.62,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.62,0,0
"1113","Marine fish","Malta",192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87,75,29,0,0,0
"1114","Seabream","Malta",876.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.92,623.4
"1115","Tuna","Malta",337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,16,0,0,7,0,0,246,0,0,0,0,17,0,0,0,0,0,0,0
