"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"102","Atlantic salmon and Danube salmon, Pacific salmons, Sockeye salmon","Belarus",80159.4952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.47,0,0,0,0,0,0,0,0,0,0,3019.64,5835.48,14195.94,21088.3,9492.94,12973.08,7508.12,5365.5252
"103","Common carp, Crucian carp, Grass carp, Silver carp","Belarus",1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,528,161,380,466,0,105,201,0,0
"104","European plaice","Belarus",243.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Fish","Belarus",4196.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3582.25,266.25,155.5,192.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Freshwater fish, Marine fish","Belarus",22239.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10216.97,12022.95,0,0,0
"107","Herring and anchovy and sardine","Belarus",29344.9447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5122.68,9363.67,14858.5947
"108","Marine fish","Belarus",691.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.75,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"109","Pilchards Sardinops spp, Pilchards Sardinops spp and Sardinellas","Belarus",148.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Rainbow trout, Trout","Belarus",301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","Rainbow trout, Trout and char","Belarus",23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0
"112","Seabream","Belarus",77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Skipjack tuna","Belarus",42.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Skipjack tuna, Tuna","Belarus",1909.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Anchovy","Belgium",300,0,5,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Argentine hake, Cape hake, European hake, Hake of the genus Urophycis, Southern hake","Belgium",532.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.83,0,39.66,0,83.21,278.31,2.06,0,0,0,0,0,0,0,0,0,0,0,0
"117","Atlantic and Pacific bluefin tuna, Skipjack tuna, Tuna, Yellowfin tuna","Belgium",19440.1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611.8,0,0,0,0,0,0,0,0,0,0,0,0,0,164.92,0,0,954.94,1401.82,13.2999999999993,281.96,0,1798.16,2864.82,3577.7,4077.78,3692.9312
"118","Atlantic halibut, Greenland halibut, Pacific halibut, Common dab, European flounder, Flounder, Witch flounder, European plaice, Turbot, Megrim, Common sole, Lemon sole, Sand sole","Belgium",4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,605,225,230,310,1602,819,440,274,0,0,0,0,0,0,0,0,0
"119","Atlantic redfish, Golden redfish","Belgium",230.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.75,0,55,0,0,0,0,0,0,0,0,0,0,0
"120","Blonde ray, Cuckoo ray, Sandy ray, Spotted ray, Thornback ray, Ray and skate, Rays and skates Rajidae","Belgium",727.2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,84,0,84,0,0,149,223.2425
"121","Blue whiting, Southern blue whiting","Belgium",1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Blue whitings","Belgium",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Carps and eels and snakeheads, Common carp","Belgium",2649,0,0,0,0,0,0,0,90,158,0,0,0,0,0,17,0,252,243,225,419,213,272,0,51,431,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Cod, Cod and hake and haddock","Belgium",12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Dogfish and hound, Catshark and nursehound, Shark, Small-spotted catshark","Belgium",136.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,3.25,0,0,0,3.5,1.5,0,0,0,0,0,0,49.5,25.75,52.135
"126","European flounder, Witch flounder","Belgium",560.25,0,0,0,0,0,0,0,176,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,92.5,0,4.75,22,21.25,30.25,0,0,20.5,5.5,32.75,43,13.5,0,0,1.25,0,0,0
"127","European seabass","Belgium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Fish","Belgium",1503,0,0,0,0,0,0,0,0,0,0,0,0,0,186.25,0,782.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.5,0,0,0
"129","Flatfish","Belgium",7927.215,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,362,201,240.75,224.75,104.25,54,343,403.25,371.75,743.75,615,517.75,372.5,350.25,348,295.5,496.75,123.5,235.5,614.5,386,118.75,57,155.5,187.215
"130","Freshwater fish, Marine fish","Belgium",13738.31,3357.86,1245.38,0,0,0,0,100.13,985.6,1895.61,1923.6,1332.15,2897.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Freshwater fish, Marine fish, Fish","Belgium",42.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,17.88,0,0,0,0,17.62,0,0,0,0,0,0,0,0,0,0,0,0
"132","Gilthead seabream, Seabream","Belgium",187,8,6,0,0,0,0,0,0,84,0,12,38,14,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,9,0,0,0,0
"133","Golden redfish, Redfish","Belgium",20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0
"134","Hake","Belgium",952.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,749,16,52,32.5,11,22,22.75,4,14.75,9.25,1,7,0,0,0,1.25,0,0,0,0,0.00999999999999979
"135","Hake, Cod and hake and haddock","Belgium",1419.4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.5,0,46.5,98.25,0,0,0,0,0,0,0,0,0,0,0,0,9.25,105.75,84,265.5,237.25,207.4125
"136","Mackerel","Belgium",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,0,0,0
"137","Marine fish","Belgium",1766.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81,160.5,0,4,425.25,190.5,363,0,0,0,0,0,139.25,69.5,99,0,29.75,54.25,144.25,0
"138","Nile perch","Belgium",166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,60,39,0,0,0
"139","Nile perch and snakeheads Channa spp","Belgium",26.8499999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8499999999995
"140","Picked dogfish, Catshark and nursehound, Small-spotted catshark, Dogfish and hound","Belgium",306.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.25,136.75,46.525
"141","Rainbow trout, Sea trout, Trout and char","Belgium",215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Salmon","Belgium",237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,135,98,0,0,0,0,0,0,0
"143","Salmon, Sockeye salmon","Belgium",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0
"144","Sardine and sardinella and sprat","Belgium",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Small-spotted catshark","Belgium",2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,16,67,105,95,139,128,117,161,139,137,201,161,108,125,183,123,0,0,0
"146","Small-spotted catshark, Catshark and nursehound","Belgium",91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,12.75,31.75,0,0,0
"147","Tilapia, Catfish, North African catfish, Carps and eels and snakeheads, Common carp","Belgium",1920.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.3,540.89,0,0,0,0,1281.28,0
"148","Tuna","Belgium",564.41,0,0,0,0,0,0,0,0,1.25,10.75,0,0,0,10,0,26.25,92.34,0,0,0,0,46.18,330.64,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,22,7,0,0,0,0
"149","Tuna and bonito and billfish","Belgium",49.36,0,0,0,15.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.34,8,0,0,0,0,0,0,0,0,2.04,19.02,0,0,0,0,0,0,0,0
"150","Freshwater fish","Belize",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,108,66,0,0
"151","Freshwater fish, Marine fish","Belize",7084.4725,247.46,342.26,253.28,170.74,136.64,243.64,218,309.28,143,126.34,185.39,297,261.82,242.84,225.3,203.75,178.5,68.5,3.75,1.25,2.5,1.25,1.25,0,0,1065,0,0,145,168.75,83.75,50,45.25,275,69.25,256.5,174.25,232.71,138.17,146.88,89.85,75.97,93.85,110.5525
"152","Marine fish","Belize",2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,144,1222,642,271,14,0,0,0,0,0,0,0,0
"153","Atlantic chub mackerel, Atlantic mackerel, Jack and horse mackerel, West African Spanish mackerel","Benin",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","Pacific salmons, Salmon","Benin",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","Tonguesole","Benin",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","Freshwater fish","Bolivia",583.65,0,0,0,0,0,0,0,0,0,0,0,0,68.43,0,78.6,411.16,25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Pilchards Sardinops spp","Botswana",613.4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,46.16,70.48,0,0,0,0,0,0,0,0,0,0,482.12,0,0,0,0,4.32,2.7262
"158","Salmonids","Botswana",113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,28,0,0,0,0,0,0
"159","Acoupa weakfish, Green weakfish, Jamaica weakfish, King weakfish, Smooth weakfish, Striped weakfish","Brazil",10776.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,332,184,1254,1762,2536,2369,2313.07
"160","Amazon sailfin catfish, Channel catfish, Duckbill catfish, Gilded catfish, Granulated catfish, Highwaterman catfish, Laulao catfish, North African catfish, Porthole shovelnose catfish, Raphael catfish, Redtail catfish, Sea catfish, South American catfish","Brazil",58649,0,0,0,0,0,0,8568.25,12918,3459,4469.75,4192.75,4012.25,3904.75,4215,2440.75,1782.75,858,0,1400.25,844,635.5,0,0,0,0,0,0,38,183.25,233.75,1791,750.75,1346.5,576.75,14,14,0,0,0,0,0,0,0,0
"161","Anchovy","Brazil",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"162","Argentine angelshark, Blacktip shark, Blue shark, Oceanic whitetip shark, Shark, Silky shark","Brazil",609,0,0,0,0,0,0,0,0,0,0,0,0,0,33,207,122,218,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","Argentine croaker, Croaker and drum, South American silver croaker, Southern kingcroaker, Whitemouth croaker","Brazil",41256.52,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,2352,6830,4152,1876,0,0,0,0,0,0,0,4891,4106,4014,862,29,0,0,0,0,263,0,162,1350,2141,3185,1057,809,3101.52
"164","Atlantic bonito, Tuna and bonito, Tuna and bonito and billfish","Brazil",149844.61,0,0,0,0,0,0,0,0,0,0,0,0,0,10108,10843,12445,7300,0,5864,2188,5123,7275,5700,3521,3455,3541,3350,0,1779,3091,1118,1594,1051,1926,3743,8644,14098,8077,5546,5258,3719,3905,2288,3294.61
"165","Atlantic cod, Brazilian codling, Cod, Argentine hake, Hake","Brazil",575.28,0,0,0,0,0,0,0,0,0,0,11.28,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","Atlantic white marlin, Blue marlin","Brazil",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","Bastard halibut, Common sole","Brazil",6281.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,193,207,185,410,724,843,914,1727,0,0,64,20,68,0,0,26,0,0,0,0,0,195.5,167.25,252.08
"168","Bigeye tuna, Blackfin tuna, Bullet tuna, Skipjack tuna, Southern bluefin tuna, Yellowfin tuna, Tuna and bonito","Brazil",222021.82,0,0,0,0,0,0,14658.88,14740.5,11051.42,23414.82,19745.51,9293.74,16006.37,2662.66,2813.8,2039.38,3192.04,18030.96,3789.12,5901.32,1364.96,0,0,0,4785.74,5676.18,7110.88,4225.34,8606.7,13023.86,7668.4,10421.24,6170.92,5627.08,0,0,0,0,0,0,0,0,0,0
"169","Brazilian sardinella, Pilchards Sardinops spp, Sardine and Pilchard","Brazil",7076.08,0,0,0,0,0,0,478.06,2270,2400.34,1927.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","Cod","Brazil",4119.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.5,0,1959,0,0,47,10,566,506,359,385,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","Flatfish","Brazil",434.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,44,0,0,80,0,0,0,0,0,0,0,0,0,0,0,2,0,2.55
"172","Freshwater fish, Marine fish","Brazil",5727.39,0,0,0,0,0,414.879999999997,2352.98,1936.69,341.21,681.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","Lane snapper, Snapper and jobfish, Southern red snapper, Yellowtail snapper","Brazil",53941.91,0,0,0,0,0,0,0,0,43,26,2,15,109,0,0,0,0,0,0,0,0,0,0,0,0,0,517,3263,3163,3673,3619,3088,1109,487,3087,2534,3196,3538,2657,3228,3918,3467,4673,4529.91
"174","Marine fish","Brazil",21639.88,0,0,0,0,0,0,4743,1950.25,2283.25,1649,1076.25,1750.75,830.5,1260.25,925,734.75,684.75,0,109.5,61,49,0,0,0,0,0,202,810.25,632.5,528.5,433.75,560.75,241.5,33.75,37.5,43.75,3.75,0,0,0,0,0,0,4.63
"175","Mullet","Brazil",133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0
"176","Rainbow trout, Trout, Trout and char, Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Sockeye salmon","Brazil",1066.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,319,142,81,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,146,286.41
"177","Salmon, Sockeye salmon","Brazil",1145,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,11,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","Sardine and Pilchard, Sardine and sardinella and sprat","Brazil",76538.489,1800.82,2029.58,8075.76,4628.4,5512.18,7054.12,1005.64,2453.64,3330.32,2290.26,1726.34,1101.24,2399.32,1061.34,0,0,2361.92,2769.06,1265.16,0,0,0,0,0,0,0,1380.54,406.98,1071.98,1119.86,2957.92,4476.78,4681.6,2854.18,0,0,0,0,0,87.78,1734.32,1404.48,1995,1501.969
"179","Tuna","Brazil",1300.81,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8.81
"180","Tuna, Tuna and bonito","Brazil",523.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
"181","Bullet tuna, Skipjack tuna, Yellowfin tuna","Brunei",100.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.22,0,0,0,0
"182","Tuna","Brunei",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,10,0,0,0,0,0
"183","Argentine hake, Cape hake, North Pacific hake, Senegalese hake, Shallow-water Cape hake, Silver hake, South Pacific hake","Bulgaria",6500.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.4,0,0,0
"184","Atlantic chub mackerel, Atlantic horse mackerel, Atlantic mackerel, Blue mackerel, Cape horse mackerel, Chilean jack mackerel, Chub mackerel, Indian mackerel, Jack and horse mackerel, Mediterranean horse mackerel","Bulgaria",6933.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.3,372.42,5308.8,573.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Atlantic cod, Greenland cod, Grey rockcod, Longtail southern cod, Patagonian rockcod","Bulgaria",4768.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,2391,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.5,142.3
"186","Atlantic herring","Bulgaria",182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Atlantic herring, Herring, Pontic shad, Sardine, Sardine and Pilchard, Sardine and sardinella and sprat, European pilchard, South American pilchard, European sprat, Falkland sprat","Bulgaria",2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,106,612,716,686,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Sockeye salmon, Rainbow trout, Sea trout, Trout, Trout and char","Bulgaria",1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,104,1,166,258,47,0,0,20,11,36,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0
"189","Atlantic salmon and Danube salmon, Pacific salmons, Sockeye salmon","Bulgaria",463.9792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.9792
"190","Bighead carp, Common carp, Crucian carp, Grass carp, Silver carp","Bulgaria",7029.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,67,104,47,21,26,204,280,289,290,307,450,1086,2005,929,851.87
"191","European anchovy","Bulgaria",7253.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.88,1590.64,1378.98,776.94,392.14,107.48,0,0,0,0,0,0,0,0,0,66.22,436.04,501.18,378.98,1072.149
"192","European pilchard, Sardine and Pilchard, South American pilchard","Bulgaria",1138.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.06,167.58,148.96,87.78,53.2,21.28,18.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","European sprat, Falkland sprat","Bulgaria",4344.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,359,204,65,254,165,423,213,532,0,0,793,1045.8
"194","Fish","Bulgaria",20737.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,788,1688,9818,3432,0,0,0,0,0,0,0,0,0,0,0,0,315.25,308.5,295,372,376,613,435.75,617,45.75,0
"195","Flatfish","Bulgaria",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,33,0,0
"196","Flounder, Turbot, Common sole","Bulgaria",533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,65,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Freshwater fish, Marine fish","Bulgaria",717755,56411.62,51035.96,57876.8,54390.8,62527.34,49901.9,54128.22,33997,27685.42,28330.42,30042.28,46968.16,54902.08,41832.4,22307.5,30263.72,14756.16,0,317.7,0,0,0,0,0,0,0,0,0,0,0,0,16.0799999999999,0,63.4399999999998,0,0,0,0,0,0,0,0,0,0
"198","Freshwater fish, Marine fish, Fish","Bulgaria",2188.7544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,13.3,21.28,0,0,0,252.7,289.94,343.14,151.62,481.46,226.1,401.2344
"199","Marine fish","Bulgaria",82.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.37
"200","Pilchards Sardinops spp, Sardine and Pilchard, Sardine, Sardine and sardinella and sprat","Bulgaria",145.8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90000000000009,0,0,0,0,25.98,111.9282
"201","Pilchards Sardinops spp, Sardine, Sardine and Pilchard, Sardine and sardinella and sprat, European pilchard, South American pilchard","Bulgaria",5245.2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,86.78,180.68,0,0,0,0,421.04,453.26,711.34,857.52,627.28,14.88,0,0,0,0,0,0,0,58.52,228.76,279.3,364.42,289.94,125.02,272.0382
"202","Rainbow trout, Sea trout, Trout","Bulgaria",1569.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,123,190,148,1,199,0,0,0,0,0,0,0,0,0,0,0,0,0,486,280.33
"203","Salmon, Pacific salmons","Bulgaria",140.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,49,0,0,0,0,0,38.31
"204","Tilapia and catfish and carp","Bulgaria",552.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.1125
"205","Fish","Burkina Faso",12360.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.98,0,0,6.54,0,0,0,0,0,0,0,863,0,2323,2278,1750,1656,2688,752,0,0,0
"206","Fish","Cambodia",5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,57,0,3566,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
