"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"2142","Pacific salmons","Malawi",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2143","Alaska pollock","Malaysia",155.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,32.5,42.5,25,10,19.65
"2144","Albacore","Malaysia",9407.18,0,0,0,0,0,0,0,0,0,0,0,0,169,65,976,702,538,172,151,792,298,171,17,61,0,80,7,0,0,48,52,2408,467,254,237,4,326,20,6,4,77,248,584,473.18
"2145","Anchovies and Indian mackerels and seerfishes","Malaysia",12584.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,3051,6606.34
"2146","Anchovy","Malaysia",176536.271,0,0,0,0,0,0,0,0,0,685.26,3979.02,6046.08,3055.38,4346.3,3782.56,3698.86,3030.36,2371.98,2859.4,2690.68,7952.02,2877.86,1734.5,3941.08,6433.48,4910.84,6659.5,6123.8,2583.68,2577.24,12119.42,7976.44,5276.72,3864.86,2725.7,23876.34,9364.98,3278.9,2094.38,7933.78,9601.64,4188.68,778.72,1115.831
"2147","Atlantic salmon and Danube salmon","Malaysia",228.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,21,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,59,1,31,32,29,5.48
"2148","Bigeye tuna","Malaysia",2525.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,5,251,777,654,185,3,0,5,0,2,0,169,191,257.36
"2149","Carps","Malaysia",20402.16,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,44,68,213,149,825,288,27,34,101,558,1491,910,1717,1431,6178,3768,296,81,156,116,238,235,222,256,137,324,328,198.16
"2150","Carps and eels and snakeheads","Malaysia",7671.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.25,1137.5,837.5,1045,651.25,703.75,2609.8625
"2151","Catfish","Malaysia",18079.6325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.25,285,1500.5,1210.25,3180,3745.5,7917.1325
"2152","Cephalopod","Malaysia",974122.0376,1904.56,2673.3,2088.1,1518.86,1040.06,619.78,923.02,1928.5,1917.86,3122.84,989.52,1915.2,12236.76,18216.04,18737.96,19469.02,23551.32,30672.72,26525.38,13443.4,31238.48,14336.44,14116.12,14012.7,18654,31316.54,37065.02,23139.88,45526.92,37906.04,40440.36,48413.6,47450.84,38138.86,35267.48,35502.98,31694.5,34535.78,33742,35328.42,34749.04,32663.08,32132.8,43255.9576
"2153","Coastal fish","Malaysia",108.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,40,11,27,19,2.06
"2154","Cod","Malaysia",1712.33,0,0,0,0,0,2.82,2.82,73.32,5.64,2.82,5.64,913.68,0,25,1,1,0,0,0,0,7,1,0,0,0,0,11,0,7,31,13,28,153,82,22,7,22,110,14,101,3,27,8,31.59
"2155","Cod and hake and haddock","Malaysia",4156.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.75,224.5,411,468.25,1731.5,249,616.0175
"2156","Common sole","Malaysia",845.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,1,4,285,5,0,0,18,17,15,18,24,67,57,323.17
"2157","Crustacean","Malaysia",2581976.527199,31853.4864,22172.4362,28238.6732,34769.3794,38919.4433,73122.3409,38370.1675,41747.4492,47154.4106,42517.7963,59839.0343,72038.1422,49749.0638,52427.9122,48544.2502,50671.5988,41241.5102,37398.5035,42313.5386,35203.7222,35841.0753,36626.6523,23770.0661,20524.6434,23865.7564,33018.6303,52133.0033,38283.697,80205.9889,87585.9366,81769.2722,92743.8162,84034.3903,75025.6149,92779.3878,101679.8631,80452.51,107042.3948,109792.8558,78147.3152,66875.3351,91750.8773,88375.9029,111358.682999
"2158","Demersal fish","Malaysia",2871.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,16,102,701,512,698,716.37
"2159","Diadromous fish","Malaysia",1224.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,170,197,207,201,94,186.21
"2160","Dogfish and other sharks","Malaysia",690.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,8,8,33,28,35,126,28,1,0,28,2,28,10,12,99,25,33,40,6,5,0,7,0,0,9,24,13.08
"2161","Eels","Malaysia",23066.72,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,16,250,859,255,604,1600,1046,870,696,445,160,246,122,387,571,792,540,565,594,597,802,1296,1281,987,1463,1760,1302,1230,1707.72
"2162","Fish","Malaysia",1849684.3791,874.64,2561.08,2777.17,2904.74,2891.06,2436.64,2189.28,6770.91,2848.51,8055.27,1786.15,7688.95,2864.16,6175.98,5647.65,8606.63,51493.47,65084.99,39685.59,28613.07,22007.96,32895.28,38070.14,38569.27,37065.58,40373.42,64861.29,56744.81,72686.44,83751.15,79859.07,73887.09,72115.68,72050.63,66934.08,65722,64826.07,66179.53,75297.34,75780.68,85943.82,93768.71,113869.96,104468.4391
"2163","Flatfish","Malaysia",15899.73,0,0,0,0,0,0,0,0,0,0,0,0,256,465,946,974,874,716,362,184,59,320,817,523,37,418,449,294,419,1194,607,1206,1805,1256,218,68,9,253,70,134,18,109,476,363.73
"2164","Freshwater fish","Malaysia",107262.65,1094.2,755.32,639.9,540.28,221.26,295.12,437.98,982.58,224.3,222.92,85.38,178.08,457.84,1140.78,1963.4,2753.4,7323.74,1676.92,2329.92,1782.28,3082.84,0,28.2,1018.02,552.72,107.16,157.92,11.28,7063.88,4792.28,6522.9,8151.94,10768.76,7021.9,7570.78,7028,7226.8,3720,2175,2049.4,1566,530,372,639.27
"2165","Grouper","Malaysia",776.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,280,279.25
"2166","Herring","Malaysia",913.32,0,0,0,0,0,0,0,0,0,0,0,0,22.28,7.98,20.62,0,5.32,122.52,63.84,77.14,18.62,27,8.46,30,4,36,31.6,5.48,0,0,6.64,36.66,234.06,2,16.92,22.4,14.1,0,37.24,0,5,0,26,31.44
"2167","Indian mackerels and seerfishes and jacks","Malaysia",118.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71,29.61
"2168","Jack and horse mackerel","Malaysia",24264.09,146.3,3293.08,3487.26,3226.58,1638.56,1851.36,1585.36,1356.6,787.36,710.22,377.72,396.34,37.24,58.52,138.32,159.6,103.74,210.14,372.4,95.76,87.78,117.04,77.14,305.9,279.3,305.9,281.96,521.36,287.28,21.28,31.92,0,5.32,10.64,2.66,0,0,693,602,92,129.28,30,254,95.87
"2169","Lizardfish","Malaysia",715.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,38,64,158,436.74
"2170","Mackerel","Malaysia",229143.6994,0,0,0,0,0,0,0,0,0,0,0,0,558,43.26,48.3,211.36,145.4,370.22,339.08,1140.78,650.1,1609.48,1518.16,1423.22,817.4,1984.14,2777.46,2429.22,5608.9,4723.68,5756.68,8837.12,9204.72,7654.52,9277.14,13404.36,14653.64,21772.92,16943.94,24497.52,39416.9,10008.76,13415.66,7901.6594
"2171","Marine fish","Malaysia",1650472.36,33728.06,32750.3,37246.16,34719.02,78136.76,55795,72895.32,39722.68,48796.5,84303.42,82048.48,64505.66,43066.64,31574.88,29063.92,29721.32,32569.38,26117.8,34406.68,43301.54,36504.48,9627.68,73.32,160.74,160.74,95.88,623.22,891.12,39524.72,35631.84,26133.48,52361.16,43468.8,38631.6,47383.82,51887.98,47677.96,34851.56,28084.04,44032.56,55796.14,39467.34,38384,44548.66
"2172","Nile perch and snakeheads Channa spp","Malaysia",11249.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,1487,2543,1524,2090,1560,664.04
"2173","Pacific salmons","Malaysia",3900,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,40,33,66,28,66,80,0,0,0,0,0,0,52,79,95,273,475,1338,688,63,97,0,12,0,0,366,2,1,0
"2174","Pilchards Sardinops spp","Malaysia",215842.8272,377.72,1231.58,2524.34,2215.78,4035.22,3386.18,1369.9,1263.5,1082.62,859.18,1548.12,4271.96,1518.86,1726.34,1707.72,5354.58,5934.46,5093.9,10509.66,1848.7,8671.6,3423.42,460.18,1319.36,1721.02,1486.94,4756.08,2585.52,6705.86,7094.22,6455.82,7426.72,10975.16,9722.3,8325.8,9323.3,9054.64,9017.4,8269.94,8009.26,10123.96,8849.82,7402.78,6801.4072
"2175","Pilchards Sardinops spp and Sardinellas","Malaysia",11483.92,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,3,14,31,2,7,1,24,35,11,8,49,12,0,0,7,1,2,7,48,10,5,1,3687,1831,1502,1617,463,1029,1055.92
"2176","Plaice","Malaysia",190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,145,0,14,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2177","Pomfret and ocean breams","Malaysia",4198.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,675,432,695,553,399,573.82
"2178","Rays and skates Rajidae","Malaysia",1434.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,207,135,108,65,348,484.27
"2179","Salmon","Malaysia",4294.2087,0,21.28,2.66,5.32,0,45.22,0,29.26,2.66,21.28,2.66,7.98,2.66,26.6,0,0,61.18,21.28,87.88,6,12,62.24,0,28.3,0,438.9,954.94,34.58,21.12,1,142.98,2.66,2.5,20,33.62,87.3,74,215.56,100.51,221.68,322.9,288.57,274.09,610.8387
"2180","Salmonids","Malaysia",20189.77,0,0,0,0,0,0,0,0,0,0,0,0,147,291,614,1205,368,178,108,20,264,210,141,175,202,368,661,397,2112,2777,2187,1950,2463,2768,149,57,64,64,78,20,11,110,15,15.77
"2181","Saltwater fish","Malaysia",34555.6,0,0,0,0,0,0,0,0,0,0,0,0,636,1452,1003,2958,4712,4066,3505,2620,2781,0,0,0,0,0,0,0,1474,1424,1357,1299,1367,1401,3,2,2,11,0,0,1,586,1054,841.6
"2182","Sardine and sardinella and sprat","Malaysia",35774.3668,0,26.6,0,0,0,0,7.98,31.92,0,0,0,55.86,696.28,794.86,1111.52,617.32,2485.66,2651.56,2386.22,789.98,832.98,422.88,230.64,300.16,459.58,319.88,898.7,959.86,1101.96,918.56,559.32,824.3,2264.66,2242.32,2654.26,3440.12,3734.46,16.96,18,595.56,597.84,178.22,158.56,388.8268
"2183","Saury","Malaysia",890.52,0,7.98,2.66,15.66,17,5.32,0,5.32,79.8,122.36,2.66,96.76,18,83,242,107,75,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2184","Seabass","Malaysia",19291.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,8,45,19,99,45,39,1137,535,1302,1565,704,682,1119,1982,1081,1541,1943,2698,2728.7
"2185","Seabream","Malaysia",990.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,336,112,53,51,288,53.8
"2186","Skipjack tuna","Malaysia",34393.25,0,0,0,0,0,0,0,0,0,0,0,0,70.52,89.8,301,157.44,1127,1258.9,3041.88,3670.72,1937.08,2161.96,2933.66,1420.3,118.32,0,844.88,2552,496,814,2905.8,1287,1325.64,79.6,1589,962.28,1096.64,880,137,139,132,200,484,179.83
"2187","Snapper","Malaysia",4173.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,509,515,550,645,717,851.42
"2188","Southern bluefin tuna","Malaysia",122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,15,31,28,31,0,0,0,0,0,0,0,0,0
"2189","Swordfish","Malaysia",4775.3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360.5,1053,822.5,314.5,211.25,35,27.5,140.75,324.75,136,144.75,204.8525
"2190","Tilapia","Malaysia",9486.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307.5,1415.75,1312.5,2498.75,1208.25,985.5,758.53
"2191","Tilapia and catfish and carp","Malaysia",5516.2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.8,92.68,407.9,2113.66,1084.91,1070.84,581.4558
"2192","Toothfish Dissostichus spp","Malaysia",737.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,360.5,214.5,34,77,18,1.25,2.5,0,0,0,0
"2193","Trout","Malaysia",310.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,18.75,157.5,117.5,7.5,7.175
"2194","Trout and char","Malaysia",2498,0,0,0,0,0,0,0,0,0,0,0,0,36,156,37,0,0,1,0,7,0,4,0,0,17,9,16,0,0,5,5,15,1436,619,16,64,3,3,5,20,3,16,5,0
"2195","Tuna","Malaysia",324107.7127,7580.28,3761.86,6300.08,11243.58,8528.98,11130.4,7578.74,9810.76,7854.42,10994.14,14356.62,14646.2,13908.16,21288.78,16247.2,16178.12,13412.64,11573.14,9718.3,7178.82,16908.38,6034.66,4169.44,3981.56,1452.54,3406.34,6935.44,5264.68,9018.08,6503.52,4527.72,2290.46,4889.7,3485.36,2858.02,1624.74,1603.18,1621.47,1858.18,3459.49,1640.38,1471.24,2169.09,3642.8227
"2196","Yellowfin tuna","Malaysia",65085.42,0,0,0,0,0,0,0,0,0,0,0,0,1817,3215,6475,6795,6997,6444,4382,5178,3043,3945,3091,2930,2415,2436,1392,660,411,49,25,31,500,489,140,68,72,84,103,28,149,285,694,742.42
"2197","Fish","Mali",43182.2424,0,27.5,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,4685,1530,482.5,600,895,2097.5,2312.5,921.2,1007,932.42,707.5,1461.14,1078.16,699.5,700.44,1954.28,410,530.8,1395.46,2247.28,4118.96,3135.7,2535.4,6157.0024
"2198","Freshwater fish","Mali",46511.96,6505,5272.62,2985.36,3215.14,5208.92,3190.1,3199.3,697.4,997.5,2470.38,2801.2,737.5,1473.54,1854.44,870.5,907.5,862.82,762.74,625,625,0,0,500,375,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2199","Marine fish","Mali",583.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.975
"2200","Salmon","Mali",2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,42.5,0,0,632.5,277.5,527.5,152.5,130,42.5,10,100,2.5,0,0,0,25,0,0,0,92.5,87.5,0,0
"2201","Sardine and sardinella and sprat","Mali",836.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.58,0,47.88,0,53.2,0,53.2,247.38,87.78,146.3,2.66,151.62,11.97
"2202","Albacore","Malta",388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,16,0,0,17,0,0,247,0,0,0,0,36,0,19,1,0,0,0,0
"2203","Atlantic and Pacific bluefin tuna","Malta",71253.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,477,2011,2386,583,494,3869,2007,3609,599,5249,1934,3082,5185,5092,6892,10048,5884,4101,7698.24
"2204","Cephalopod","Malta",128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,9,0,0,2,0,0,0,0,0,0,0
"2205","European pilchard","Malta",174.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,165,0,0,0,3.35
"2206","Fish","Malta",7874.5,5,0,0,0,45,61,45,94,595,1548,46,388,77,83,50,88,220,980,555,600,1124.75,1269.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2207","Flatfish","Malta",315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,221,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2208","Gilthead seabream","Malta",24120.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,1510,1061,1076,811,640,443,172,516,14,769,894,1022,1755,1476,1457,1683,1710,2218,1983,2406.64
"2209","Hake","Malta",103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
"2210","Herring","Malta",2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,879,0,16,1859,0
"2211","Mackerel","Malta",1593.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,167,27,0,1,24,167.75,0,0,1107,0,0,0
"2212","Marine fish","Malta",6084.35,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,46,22,24,0,0,7,4,39,37,88,25,116.5,88,122,208,195,363,82,2671,1835.5,2.35
"2213","Pilchards Sardinops spp and Sardinellas","Malta",472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,257,0,0,0,0,0,0,0,0,0,0,0
"2214","Saltwater fish","Malta",258.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,14,104,90,45,0,0,0.42
"2215","Seabass","Malta",1677.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,214,176,26,92,154,357,23,58,0,64,43,42,79,63,97,15,12,26,96,9.17
"2216","Seabream","Malta",7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,1098,0,76,0,0,5,3,55,80,391,911,639,983,481,802,534,213,0,0,1,0
"2217","Skipjack tuna","Malta",2033.1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.5,215.46,1478.96,0,6.1978
"2218","Swordfish","Malta",149.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,54,3,0,0,0,0,0,0,0,0,0,67,0,14,1.11
"2219","Tuna","Malta",16727.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,39,100,450,40,104,109,3,0,264,283.75,0,0,65.26,3,205.64,0,37.24,45.22,307.62,177.05,410.94,618.25,1028.32,781.25,1363.75,1318.75,6337.5,2585.5
"2220","Crustacean","Martinique",112,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2221","Marine fish","Martinique",224,0,10,5,52,24,22,0,0,0,10,0,2,1,16,21,16,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2222","Albacore","Mauritius",8241.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,882,1401,5907.4
"2223","Anchovy","Mauritius",561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,560,0
"2224","Bigeye tuna","Mauritius",3696.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,589,269,149,0,0,0,315,21,68,618,956,489.3
"2225","Cephalopod","Mauritius",558.1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,118,0,0,0,0,0,0,0,0,0,0,0,0,149.46,76.14,161.5014
"2226","Crustacean","Mauritius",1316.78,0,0,0,0,0,5.08,12.7,2.54,5.08,12.7,43.18,53.34,279.4,312.42,27.94,25.4,6,0,0,0,0,4,1,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0
"2227","Dogfish and other sharks","Mauritius",157.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,115,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59
"2228","Fish","Mauritius",119869.2325,76.14,155.1,236.88,0,121.26,53.58,90.24,50.76,50.76,50.76,575.28,389.16,124.08,231.24,118.44,101.52,39.48,16.92,19.74,16.92,329.94,101.52,0,2.82,0,0,0,315.84,284.82,5.64,0,0,0,11.25,0,0,152.64,215,527,797.75,1048.21,50243.5,31103.46,32211.5825
"2229","Flatfish","Mauritius",330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,13,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,173,0
"2230","Grouper and seabass","Mauritius",135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,14,67,9,2,0
"2231","Mackerel","Mauritius",168.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,29,76.47
"2232","Marine fish","Mauritius",48022.074,13,10,33,0,14,25,17,42.25,97.75,120.25,710.22,186.2,0,0,0,0,183.43,99.28,100.28,74.64,454.68,334.36,314.46,287.88,266.62,340.6,443.02,361.8,447.94,508.62,506.94,434.94,2724.33,8852.81,7028.84,8733.23,8212.93,5562.47,34.84,13.14,31.95,78.96,140.97,179.444
"2233","Salmon","Mauritius",4436.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125.18,2569.56,425.6,234.08,82.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2234","Salmonids","Mauritius",697.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,9.66,136,60.3,7.98,0,109.06,9.66,13.3,26.6,1,42,0,0,0,0,0,0,156.94,63.84,0,7.98,0,0,10.64,29.26,0
"2235","Sardine and sardinella and sprat","Mauritius",13117.9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.28,48.88,0,0,0,58.52,0,82.46,218.12,960.26,239.4,1420.62,1175.22,0,0,0,0,0,0,0,0,0,0,0,0,3766.56,2803.64,2323.0046
"2236","Skipjack tuna","Mauritius",3191.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,33,0,0,0,0,0,0,557,0,106,531,1525,75.47
"2237","Swordfish","Mauritius",481.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77,244,159.94
"2238","Toothfish Dissostichus spp","Mauritius",7859.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4332,1569,1958.98
"2239","Tuna","Mauritius",2906752.0961,3136.14,4218.4,3952.18,3681.44,3321.72,4163.26,3974.92,5618.44,7042.3,8769.78,7407.82,8131.18,11630.96,12968.26,9674.96,17687.88,19662.72,20692.14,23618.14,32640.86,34810.12,40367.76,33792.5,39689.86,46722.26,71293.32,76174.42,82680.46,84699.72,97119.26,132305.74,130978.4,125610.52,124677.92,154984.36,136766.56,148255.1,151316.76,171668.69,160324,166095.26,163299.35,156333.82,164792.4361
"2240","Yellowfin tuna","Mauritius",11619.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,402,0,162,250,0,54,350,0,0,0,0,0,0,80,192,0,0,0,24,0,1591,988,1069,2296,1766,1785.81
"2241","Fish","Mayotte",984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,124,195,124,124,66,81,82,83,80,0,0,0,0,0,0,0,0,0
"2242","Albacore","Mexico",517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,26,3,3,2,129,15,231,25,0,0,2,0,0,0,66,0,0,0,0,0,2,0,0,0,0,0
"2243","Anchovy","Mexico",145.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,25,24.3
"2244","Atlantic and Pacific bluefin tuna","Mexico",73294.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,2350,4360,4260,3536,2853,2576,2730,1804,3371,2180,4883,5823,6714,7390,4342,7762,5959.51
"2245","Bastard halibut","Mexico",100.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,15,0,3,1,3,2,0,8,5,10,17,13,8.25
