"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"2036","Pacific salmons","Lebanon",104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,7,1,0,73,0,6,10,2,0
"2037","Salmon","Lebanon",939.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.5,32.5,75,115,150,132.5,127.5,72.5,27.5,57.5,27.5,22.5,7.5,20,42.5,16.875
"2038","Salmonids","Lebanon",243.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,1,0,2,6,0,0,4,28,91,55,28,1,4,0.5
"2039","Sardine and sardinella and sprat","Lebanon",2643.8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.82,42.56,26.6,23.94,31.92,53.2,93.1,37.24,95.76,122.36,66.5,95.76,710.22,159.6,151.62,143.64,215.46,199.5,188.86,45.22,29.26,37.24,2.4738
"2040","Trout and char","Lebanon",277.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,8,8,5,19,10,20,63,71,61.42
"2041","Tuna","Lebanon",11686.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.28,53.2,103.74,71.82,61.18,103.74,183.54,223.44,162.26,218.12,792.68,1457.68,1961.42,526.68,768.74,710.22,573.28,758.72,723.52,587.86,439.58,409.64,508.476
"2042","Fish","Lesotho",1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,183,390,388,53,14,151,148,102,90,0,0
"2043","Salmonids","Lesotho",417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,38,15,0,64,135,74,72,0
"2044","Trout and char","Lesotho",3246.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,131,271,213,270,548,728,1084.51
"2045","Croaker","Liberia",413.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,162,156.75
"2046","Crustacean","Liberia",9486,1562,876,1520,1185,925,271,256,355,419,123,381,322,208,211,59,331,56,220,116,61,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"2047","Fish","Liberia",641.32,5.64,5.64,0,33.84,42.3,25.38,135.36,11.28,172.02,0,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,19.74,0,0,93,0,52,0
"2048","Marine fish","Liberia",5108,4,0,0,0,0,0,0,0,0,893,810,627,432,601,282,236,105,118,206,0,0,0,0,0,27,28,50,54,0,0,130,101,0,12,22,50,90,90,70,70,0,0,0,0
"2049","Porgy and seabream","Liberia",163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,59,59,5,0,0,0,0,0,0,0,0
"2050","Sardine and sardinella and sprat","Liberia",101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2051","Tuna","Liberia",313.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.04,0,0,0,0,0,0,0,7.98,0,55.86,0,0,0
"2052","Atlantic bluefin tuna","Libya",13448.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,614,214,442,403,335,973,696,472,139,600,364,316,537,282,479,391,427,749,696,1675,1365,1277.95
"2053","Bigeye tuna","Libya",1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2054","Cephalopod","Libya",2085,0,0,0,0,0,0,194,856,0,0,0,112,168,115,169,87,50,0,0,0,43,110,79,69,19,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2055","Fish","Libya",29235.28,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,2065,2100,3000,5500,5500,1100,1100,1000,417.5,500,408.75,440,28.75,472,1356.75,500,500,40,0,37.5,40,0,0,0,0,945,1108,768,72.03
"2056","Flatfish","Libya",671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,57,359,157,3,57,11,0,0
"2057","Hake","Libya",310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,69,161,0
"2058","Herring","Libya",278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,256,0,0,0
"2059","Marine fish","Libya",9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,372,499,190,1090,1861,1926,1309,0,0,0,1,18,91,94,28,44,99,1018,0,0
"2060","Sardine and sardinella and sprat","Libya",1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,20,110,0,118,531,145,0
"2061","Seabream","Libya",184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,18,3,9,5,4,3,65,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"2062","Trout and char","Libya",824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,526,263,0,0,0,0,0,9,0,0,0,0
"2063","Tuna","Libya",4277.5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,57.75,19.25,105.25,26,40.5,32.5,5.32,0,0,112.97,58.65,38.75,152.5,220,310.8,885.46,902.5,849.5,439.8857
"2064","Tuna and bonito and billfish","Libya",304.9956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.9956
"2065","Yellowfin tuna","Libya",122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,73,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2066","Alaska pollock","Lithuania",38306.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1330,0,386,0,359,73,26.25,37.5,1240,1732.5,2390,4470.12,3065.29,2099.73,2911.21,4360.41,3374.37,2491.69,1842.16,1353.77,1489.35,1498,1598.7785
"2067","Anchovies and Indian mackerels and seerfishes","Lithuania",220.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,42,91.92
"2068","Anchovy","Lithuania",547.9068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,0,0,10.64,74.48,106.4,156.94,58.52,7.98,29.26,45.22,45.1668
"2069","Argentine hake","Lithuania",16747.9175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.5,0,80.5,0,142.75,156,399,297,1635,1301.25,797,653.25,881.75,1225.5,955.75,765.5,1023.75,856,930.5,889.75,921.75,964.5,1195.9175
"2070","Atlantic cod","Lithuania",33563.6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,388,0,344.5,0,581.75,619,674.5,794.25,1707.75,1070.5,1365,1051.25,1340.75,1157.25,1465,1261.25,1545.5,1558.5,1788.75,3379.25,3579,4413,3272.9075
"2071","Atlantic redfish","Lithuania",10269.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,291.75,78.5,2788,110,495,593.75,71,298.5,331,133.25,326.5,462.25,489.5,459.25,276.5,562.5,641,707.75,1135.53
"2072","Atlantic salmon and Danube salmon","Lithuania",39461.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,37,6,2,130,268,113,23,30,12,6,9,317,1363,2467,4509,6722,8147,5198,3668,2183,1975,2267.77
"2073","Blue mackerel","Lithuania",520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,10,0,0,0,0,0,0,17,71,107,18,0,0,108,19,1,7,29,12,6,0,0,1
"2074","Blue whiting","Lithuania",9088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,338,0,0,0,136,67,100,10,931,1119,1407,242,113,131,2047,176,148,243,12,500,41,41,40
"2075","Blue whitings","Lithuania",201.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,52.5,50,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0
"2076","Brisling or sprats","Lithuania",158246.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,3188,0,1199,0,888,725,1469,4336,7428,11235,18264,16358,15195,5791,6283,8381,7845,7698,5321,7451,7841,10251,10694.23
"2077","Cape hake","Lithuania",277.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,59.75,73.75,19,18.75,13,0,0,0,0,2.5,29.75,27.25,1.5625
"2078","Carps","Lithuania",17165.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,106,221,356,235,337,375,630,617,1097,785,289,398,1015,636,946,1101,1280,1138,1281,799,902,782,710,534,291.27
"2079","Carps and eels and snakeheads","Lithuania",615.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,108.75,58.75,61.25,86.25,67.5,61.25,117.7
"2080","Catfish","Lithuania",3455.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602.5,550,472.5,522.5,317.5,258.75,205,191.25,146.25,189.05
"2081","Cephalopod","Lithuania",3719.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,10,0,80,0,21,6,216,55,65,129,148,55,44,340.66,253.12,440.12,505.2,455.3,436.38,207.28,247.376
"2082","Cod","Lithuania",149014.9113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.94,1636.66,1527.3,908.69,3,1624.58,49,4160.39,2956.18,3834.85,7356.79,6960.05,6940.52,5633.72,3718.53,4083.5,6018.04,5992.41,8398.18,9471.94,10589.17,9547.59,12820.3,13603.68,10904.43,9762.4713
"2083","Cod and hake and haddock","Lithuania",7113.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.25,209.75,4375.75,706.5,531.25,452.75,430.75,219.405
"2084","Crustacean","Lithuania",18461.249901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,1108.95,250.1327,393.5312,1674,844.1761,6.9701,142.13,4.27,28,82.59,94.53,217.1102,387.0414,436.4126,712.1129,652.2134,460.4221,597.9723,566.552,528.0509,602.4903,719.9305,1000.5,989.39,1443.23,1838.031,1520.510201
"2085","Cusk-eel","Lithuania",603.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,7,5,10,120,55,9,21,145,37,49,29,22,47.87
"2086","Dogfish and other sharks","Lithuania",450.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,330,0,0,5,0,16,0,0,0,0,0,0,22,0,30,0,0,27,0,0,0,0,0,0,4.63
"2087","Eels","Lithuania",273.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,16,20,10,11,9,10,31,13,28,7,0,0,0,10,55,39,3.71
"2088","European pilchard","Lithuania",44013.6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087.94,3112.2,0,4498.06,0,2816.94,4695.84,4346.18,2075.84,3831.18,3708.58,2646.4,1204,1728.56,1378.56,1473.12,1335.32,1008.14,836.76,612.78,518.4,505.64,246.84,346.3246
"2089","European plaice","Lithuania",3787.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,113,88,334,568,90.25,83,137.25,389.25,658.75,193,381.75,262.5,8.25,30,12.25,42.25,9.5,42,31,49.25,22.25,25.25,1.25,22.25,3.11
"2090","Euthynnus other than skipjack","Lithuania",3270.3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873.98,307.98,0,156.94,0,219,692,658.82,97.76,34.26,0,7.32,8.98,19.96,26.62,23.28,21.28,21.28,23.94,21.28,23.94,7.98,18.62,5.1338
"2091","Fish","Lithuania",288423.4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270.2,1117.2,11387.75,15456.46,12346.66,10059.58,11438.69,2261.82,30505.65,3208.75,5309.82,10176.52,7157.38,6975.2,7621.97,9274.96,11161.96,9926.77,7538.15,7459.97,7465.19,10310.36,11744.88,10139.54,8747.01,16540.15,19017.78,19803.0796
"2092","Flatfish","Lithuania",1810.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,287,361,31,13,9,15,13,14,0,17,12,0,0,5,1,44,5,237.75,177.25,233.75,135.25,36,17.5,23.25,18.975
"2093","Flounder","Lithuania",208.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,25,0,0,20,0,0,0,52,0,21,15,1,0,11,0,3,11,13.15
"2094","Freshwater fish","Lithuania",82660.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,486.5,0,982,0,897.25,1460.25,2249.75,1675.75,2562.5,3624,4895,5547.75,6033.75,5527.75,4786.25,4492.25,4273.25,4857.25,3545.5,4911.75,4782,7208.5,7742.195
"2095","Gilthead seabream","Lithuania",116.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,10,21,36.16
"2096","Greenland halibut","Lithuania",368.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,12,16,0,0,11,12,26,21,27,14,44,61,30,19,16,18,21.8
"2097","Grenadiers","Lithuania",136.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,1.25,56.25,63.65
"2098","Haddock","Lithuania",2581.4675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,100,0,0,17,0,0,30.75,0,41,145.5,31.5,37.5,88.75,49.25,395.25,223,108,142,122.5,118.75,145,101.25,560.5,102.9675
"2099","Hake","Lithuania",9981.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,642.75,478,447,110,125,109.75,1267.75,2646.25,195.25,1089,126.25,142.25,47.25,115.5,266.5,425,307.5,188.25,190.5,303.75,202.25,137.5,138.75,143.66
"2100","Hake of the genus Urophycis","Lithuania",148.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,21,33,18,8,7,3.11
"2101","Herring","Lithuania",542241.6749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6785.22,19234.08,30832.11,31275.39,35890.66,13135.96,10141.42,13615.21,11090.53,11898.81,23249.22,22888.69,20477.91,25010.01,22010.87,22466.69,19556.41,21186.41,22539.57,22962.69,22154.68,23512.1,22074.98,20611.55,22833.4,24807.1049
"2102","Jack and horse mackerel","Lithuania",2466.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,24,0,19,0,241,460,326,276,187,13,38,3,78,620,0,6,2,0,0,4,4,4,0.4
"2103","Ling","Lithuania",2292.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266.5,992.5,0,16,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,1.25,3.25,0
"2104","Mackerel","Lithuania",169335.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579.18,10222.36,10345.26,8811.38,9636.62,4023.94,1965.28,5793.88,6410.62,13555.98,7189.26,10345.18,4747.04,4339.92,5080.78,6369.88,6739.02,4507.28,4716.6,8263.36,6369.24,4255.8,3277.64,4080.36,6099.02,8610.271
"2105","Marine fish","Lithuania",133522.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17613,4198,3080,7039.75,3959.25,2833,13945.25,3663,7691.5,4441,5497.25,5601.75,4214.5,4972.75,4565.25,6081,5810.25,6206.25,3846.75,3335.25,2718.5,2253,2124.75,3105.25,1508.75,1179.75,1209.25,828.575
"2106","Pacific cod","Lithuania",8866.3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,76,0,155.5,0,7.5,0,5,124.75,563.5,244.75,136.25,136.25,550,140.75,103.75,1083,187,335,365,1340.75,1923.75,1089.75,255.0875
"2107","Pacific salmons","Lithuania",1395.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,56,6,0,23,9,0,47,84,46,164,24,39,19,28,55,21,30,77,139,134,101,86,157.31
"2108","Pelagic fish","Lithuania",1696.4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8,696.92,0,0,0,13.3,734.16,10.64,0,23.94,47.88,0,63.84,2.66,0,0,0,2.66,13.3,0,0,0,0,7.3682
"2109","Pilchards Sardinops spp and Sardinellas","Lithuania",58734.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3899,7603,7647,8389,10403,5869,6773,3001,3501,832,167,16,461,71,3,48,0,0,13.8
"2110","Plain bonito","Lithuania",1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2111","Polar cod","Lithuania",1470.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,107,452,252,252,1,75,18,10,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0.05
"2112","Pomfret and ocean breams","Lithuania",262.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,49,16,12,2,0,10,14,19,28,8,61,1,0,6,17.29
"2113","Redfish","Lithuania",12527.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,256,0,4,0,778.75,1576.75,1282.5,1353.75,203.25,157,808.5,749.5,1441.75,785.25,1386.5,274.75,79,175.5,82.5,92.25,168.75,89.5,135.66
"2114","Saithe","Lithuania",38382.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,84,126.75,0,43,1,56,268.75,203.75,157.5,531.25,571.75,323.75,333.75,3145.25,2895,1911.5,215,659.25,1650.25,4633,3037.75,3774.75,6331.25,7416.23
"2115","Salmon","Lithuania",470259.6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47.64,40,55.16,31.28,167.36,204.28,255.41,360.71,1276.46,5095.1,6338.86,5941.16,10406.66,18069.36,28400.4,26990.42,30372.22,31757.29,40730.96,51768.53,54422.64,52049.25,49465.87,55992.6062
"2116","Salmonids","Lithuania",3538.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,349,30.66,4,41,129.08,0,302.92,15,53.3,23.94,24.94,52.88,16.3,203.16,103.78,103.24,70.96,47.66,206.98,999.23,12.57,37.73,8.41,95.16,86.5689
"2117","Saltwater fish","Lithuania",8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946,593,2363,0,1321,825,0,0,0,0,0
"2118","Sardine and sardinella and sprat","Lithuania",79101.1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3778,6864.3,9205.42,7972.02,10978.08,2968.56,5387.74,2609.46,750.12,436.24,484.12,1729,2120.02,1266.16,864.5,1447.04,1707.72,1415.12,1444.38,1460.34,1832.74,3210.62,2995.16,2468.48,1981.7,1724.1056
"2119","Seabass","Lithuania",918.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,117,341,80,163,17,0,0,0,0,0,0,0,0,0,0,1,0,4,8,12,12,12,21,51,22.3
"2120","Southern blue whiting","Lithuania",264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,13,38,29,7,3,8,8,16,31,33,33,0
"2121","Tilapia","Lithuania",868.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.75,46.25,97.5,81.25,63.75,70,87.5,113.75,81.25,78.6625
"2122","Tilapia and catfish and carp","Lithuania",183.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.75,0,10,10,0
"2123","Trout","Lithuania",1004.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,10,21.25,36.25,12.5,17.5,33.75,22.5,42.5,111.25,136.25,303.75,256.05
"2124","Trout and char","Lithuania",7929.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,100,56,11,120,60,1,26,57,12,495,770.5,480.5,216.5,724.5,774,753,665,295,250.5,775.5,1268.08
"2125","Tuna","Lithuania",4536.6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.66,0,23.94,0,0,0,18.62,0,2.66,57.82,10.64,362.37,169.73,190.24,299.56,152.27,136.72,171.01,219.02,197.93,184.63,117.97,202.1,676,1059.66,271.1466
"2126","Tuna and bonito and billfish","Lithuania",1083.2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,188.86,162.26,13.3,37.24,29.26,34.58,47.88,47.88,69.16,98.42,63.84,61.18,58.52,42.56,47.88,75.0652
"2127","Albacore","Madagascar",142.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,20,1,9,3,0,6,16,12,12,18,6,4.17
"2128","Bigeye tuna","Madagascar",257.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,34,30,15,41,34,42,32,21,4,1.22
"2129","Cephalopod","Madagascar",25011.7576,0,0,0,0,0,0,0,0,0,0,0,0,5,23,83,91,174,218,144,335,498,350,424,186,542,932,1194,691,1291,1177,1185,1254,1067,1193,1051,1431,940,1182,1167.14,918.84,879.24,1232.54,1359.18,1793.8176
"2130","Crustacean","Madagascar",410369.5119,3175,4243,3386,3388,3353,3209,3942,3591,3984,4404,4476,8140.44,6836.06,7128.32,8250.56,8897.14,6494.88,9387.78,10208.27,9857.9,10055.45,9809.93,2689,1534,2287.9903,12810,15410,6653,7767,12273.78,12428.9303,13944.3921,11844.8925,9771.7034,8120.3738,11091.444,13954.103,14628.9701,17609,13580,18096,24357.76,21872.14,21427.3024
"2131","Dogfish and other sharks","Madagascar",219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,31,5,3,37,1,0,3,33,12,0,6,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0
"2132","Eels","Madagascar",457.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,7,9,10,7,2,2,2,5,2,10,16,12,12,13,15,12,45,33,20,56,46,45,14,12,18,5.39
"2133","Fish","Madagascar",28735.1373,194.58,160.74,279.18,222.78,135.36,135.36,112.8,14.1,98.7,47.94,59.22,2.5,22.5,2.5,0,0,0,0,0,0,0,0,243.65,284.84,419.37,2411.87,2891.92,3380.59,499.38,956.31,1032.46,647.78,671.73,484.63,456.62,989.08,565.57,454.73,845.18,1370.88,1812,1694.06,2662.68,2471.5473
"2134","Freshwater fish","Madagascar",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,85,53,0,0,0,0,0
"2135","Marine fish","Madagascar",10435.428,25,17,19,13,0,3,7,1,3,7,29,124,219,308,647,583,218,477,1495,442,496,457,3,4,6,12,4,17,6,5,16,27,195.48,274.08,451.2,132.54,467.44,584.3,515.26,447.88,200.1,428.32,574.76,474.068
"2136","Salmon","Madagascar",2578.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,64,277,664,181,161,298,381,119,44,27,29,14,37,26,15,23,0,16,50,0,57.47
"2137","Swordfish","Madagascar",252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,1,15,32,22,22,9,23,21,18,5,0
"2138","Tuna","Madagascar",803104.6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20370.28,23408,29603.14,37325.12,37325.12,15739.22,34846,35917,26488.28,36847.32,33268.62,53673.18,49283.54,24194.04,44967.3,32991.98,20071.7,16226,27977.88,29947.62,19878.18,19946.68,26296.76,25208.96,19953.66,22320.06,18830.5,20198.4724
"2139","Yellowfin tuna","Madagascar",865.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,15,0,0,2,74,115,52,1,29,25,18,23,29,35,268,16,5,58.38
"2140","Fish","Malawi",31881.6114,2268.24,2987.66,2193.14,2933.74,6705.1,3982.64,3913.88,2409.86,835.28,617.66,382,721.92,465.3,112.8,22.24,5.64,2,92.1,2.82,45.12,0,0,0,0,67.8,56.4,28.88,16.92,0,62.04,166.38,39.48,28.2,0,0,136.36,77.14,14.1,7,8,12,78.58,136.26,246.9314
"2141","Freshwater fish","Malawi",292,0,0,0,0,131,23,0,0,0,0,45,50,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
